,adminRights,controllables,controllers,dcomRights,members,membership,admincount,description,distinguishedname,doesanyacegrantownerrights,doesanyinheritedacegrantownerrights,domain,domainsid,isaclprotected,lastseen,name,objectid,samaccountname,whencreated,psRemoteRights,rdpRights,sessions,admin_tier_0,path_da_nnodes,path_da_nedges,path_da_nodes,path_da_edges,path_da_nodes_oidlist,control_risk,system_tags,objectID,error,controllables_norm,controllers_norm,path_da_nedges_norm,members_norm,sessions_norm,n_in_path_da,n_in_path_da_norm,members_controllables_mean,users_mean-group_control,users_mean-group_control_norm,control_risk_norm,control_risk_norm_100,control_risk_100
288,0.0,0.0,315.0,0.0,24.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=MA-NAF-ADMINGROUP1,OU=SERVICEACCOUNTS,OU=AWS,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,MA-NAF-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3868,MA-naf-admingroup1,1742159225.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],339.0,,,,0.0,0.7241379310344828,0.0,0.009244992295839754,1.0,0.0,0.0,235.9375,235.9375,0.9335847115194288,2.666967634849751,0.23940421185494323,0.1863169696836459
289,0.0,0.0,217.0,0.0,37.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=EL-206-DISTLIST1,OU=FIN,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,EL-206-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3869,EL-206-distlist1,1742159226.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],254.0,,,,0.0,0.49885057471264366,0.0,0.014252696456086287,1.0,0.0,0.0,550.3333333333334,550.3333333333334,0.8456022041876835,2.3587054753564134,0.211732612704711,0.13960032536768746
290,0.0,0.0,218.0,0.0,23.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=MA-474-ADMINGROUP1,OU=DEVICES,OU=BDE,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,MA-474-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3870,MA-474-admingroup1,1742159226.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],241.0,,,,0.0,0.5011494252873563,0.0,0.008859784283513097,1.0,0.0,0.0,280.57142857142856,280.57142857142856,0.921094072231545,2.4311032818024145,0.21823150664168522,0.13245542682524677
291,0.0,0.0,386.0,0.0,21.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=LO-MAN-DISTLIST1,OU=TEST,OU=TST,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,LO-MAN-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3871,LO-man-distlist1,1742159226.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],407.0,,,,0.0,0.8873563218390804,0.0,0.008089368258859784,1.0,0.0,0.0,14.285714285714286,14.285714285714286,0.9956131412697221,2.8910588313676624,0.25952008262329024,0.22369028513641262
292,0.0,0.0,219.0,0.0,24.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=RO-GUN-DISTLIST1,OU=TIER 2,OU=ADMIN,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,RO-GUN-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3872,RO-gun-distlist1,1742159226.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],243.0,,,,0.0,0.503448275862069,0.0,0.009244992295839754,1.0,0.0,0.0,843.2941176470588,843.2941176470588,0.7636182157851776,2.2763114839430862,0.2043363967483813,0.13355464198562228
293,0.0,0.0,219.0,0.0,29.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=QU-03DOLORES-ADMINGROUP1,OU=UNASSOCIATED,OU=PEOPLE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,QU-03DOLORES-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3873,QU-03Dolores-admingroup1,1742159227.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],248.0,,,,0.0,0.503448275862069,0.0,0.011171032357473035,1.0,0.0,0.0,430.72222222222223,430.72222222222223,0.8790749297919506,2.3936942380114927,0.21487342965267925,0.136302679886561
294,0.0,0.0,386.0,0.0,60.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=AU-FRIENDSFO-DISTLIST1,OU=SERVICEACCOUNTS,OU=TST,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,AU-FRIENDSFO-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3874,AU-friendsfo-distlist1,1742159227.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],446.0,,,,0.0,0.8873563218390804,0.0,0.023112480739599383,1.0,0.0,0.0,,,0.0,1.9104688025786798,0.1714959986683802,0.24512498076373468
297,0.0,0.0,217.0,0.0,32.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=BE-197-DISTLIST1,OU=SERVICEACCOUNTS,OU=AWS,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,BE-197-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3877,BE-197-distlist1,1742159227.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],249.0,,,,0.0,0.49885057471264366,0.0,0.012326656394453005,1.0,0.0,0.0,243.1153846153846,243.1153846153846,0.9315760071447435,2.44275323825184,0.21927728185300543,0.13685228746674874
298,0.0,0.0,411.0,0.0,22.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=IS-BE3-DISTLIST1,OU=GROUPS,OU=TST,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,IS-BE3-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3878,IS-be3-distlist1,1742159228.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],433.0,,,,0.0,0.9448275862068966,0.0,0.00847457627118644,1.0,0.0,0.0,420.5882352941176,420.5882352941176,0.8819108884296608,2.835213050907744,0.25450700526842235,0.23798008222129402
300,0.0,0.0,219.0,0.0,34.0,2.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=SE-524721108-ADMINGROUP1,OU=FSR,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.097Z,SE-524721108-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3880,SE-524721108-admingroup1,1742159228.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],253.0,,,,0.0,0.503448275862069,0.0,0.013097072419106317,1.0,0.0,0.0,480.9130434782609,480.9130434782609,0.8650292147062044,2.38157456298738,0.2137854894732892,0.13905071778749972
303,0.0,0.0,218.0,0.0,22.0,2.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=IL-228-DISTLIST1,OU=DEVICES,OU=ESM,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.097Z,IL-228-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3883,IL-228-distlist1,1742159229.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],240.0,,,,0.0,0.5011494252873563,0.0,0.00847457627118644,1.0,0.0,0.0,258.6111111111111,258.6111111111111,0.9272395855848067,2.4368635871433493,0.21874858879227832,0.13190581924505904
304,0.0,21.0,219.0,0.0,31.0,5.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=KA-ELSEXOESR-ADMINGROUP1,OU=TIER 2,OU=ADMIN,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,KA-ELSEXOESR-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3884,KA-elsexoesr-admingroup1,1742159229.0,0.0,0.0,0.0,False,15.0,28.0,"                                     label       kind  \
id                                                      
0               ADMINISTRATORS@MYLAB.LOCAL      Group   
1002                     USERS@MYLAB.LOCAL  Container   
1019               LOUIS_TYLER@MYLAB.LOCAL       User   
1023              ANDREA_TYLER@MYLAB.LOCAL       User   
128              DOMAIN ADMINS@MYLAB.LOCAL      Group   
3075    LU-CONYMARIN-DISTLIST1@MYLAB.LOCAL      Group   
3116  KA-ELSEXOESR-ADMINGROUP1@MYLAB.LOCAL      Group   
3272    JO-PIPOMORRI-DISTLIST1@MYLAB.LOCAL      Group   
477              JENNA_HARDING@MYLAB.LOCAL       User   
869           DA-EST-DISTLIST1@MYLAB.LOCAL      Group   
870           DE-DAS-DISTLIST1@MYLAB.LOCAL      Group   
871     MA-VACACIONE-DISTLIST1@MYLAB.LOCAL      Group   
872           RO-ARJ-DISTLIST1@MYLAB.LOCAL      Group   
877           TA-24D-DISTLIST1@MYLAB.LOCAL      Group   
889           PA-COM-DISTLIST1@MYLAB.LOCAL      Group   

                                           objectId  isTierZero  \
id                                                                
0                          MYLAB.LOCAL-S-1-5-32-544        True   
1002           643CE9DD-6D50-4B82-8DA1-994C82A16D6C       False   
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
1023  S-1-5-21-1333368235-828418111-1849936505-2378        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
3075  S-1-5-21-1333368235-828418111-1849936505-3841       False   
3116  S-1-5-21-1333368235-828418111-1849936505-3884       False   
3272  S-1-5-21-1333368235-828418111-1849936505-4027       False   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
869   S-1-5-21-1333368235-828418111-1849936505-3782       False   
870   S-1-5-21-1333368235-828418111-1849936505-3600       False   
871   S-1-5-21-1333368235-828418111-1849936505-3890       False   
872   S-1-5-21-1333368235-828418111-1849936505-3635       False   
877   S-1-5-21-1333368235-828418111-1849936505-4033       False   
889   S-1-5-21-1333368235-828418111-1849936505-3962       False   

      isOwnedObject                        lastSeen  
id                                                   
0             False        2025-03-16T21:35:40.441Z  
1002          False        2025-03-16T21:35:40.053Z  
1019          False        2025-03-16T21:35:40.117Z  
1023          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
3075          False        2025-03-16T21:35:40.097Z  
3116          False  2025-03-16T21:35:36.886857315Z  
3272          False        2025-03-16T21:35:40.428Z  
477           False  2025-03-16T21:35:31.048103438Z  
869           False        2025-03-16T21:35:39.799Z  
870           False        2025-03-16T21:35:39.799Z  
871           False        2025-03-16T21:35:39.799Z  
872           False        2025-03-16T21:35:39.799Z  
877           False        2025-03-16T21:35:40.428Z  
889           False        2025-03-16T21:35:39.799Z  ","   source target         label          kind                        lastSeen
0    3116   3075      MemberOf      MemberOf   2025-03-16T21:35:36.88777499Z
1    3075   3272      MemberOf      MemberOf   2025-03-16T21:35:36.88777499Z
2    3272    889    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
3     889    871    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
4     871    477    GenericAll    GenericAll  2025-03-16T21:35:31.049135433Z
5     477    128      MemberOf      MemberOf   2025-03-16T21:35:36.88777499Z
6     889    872    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
7     872   1002    GenericAll    GenericAll  2025-03-16T21:35:38.232994191Z
8    1002    128      Contains      Contains   2025-03-16T21:35:36.88777499Z
9     872   1019    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
10   1019    128      MemberOf      MemberOf   2025-03-16T21:35:36.88777499Z
11    871   1002    GenericAll    GenericAll  2025-03-16T21:35:38.232994191Z
12    871   1019    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
13    889   1023    GenericAll    GenericAll  2025-03-16T21:35:34.829357333Z
14   1023      0      MemberOf      MemberOf  2025-03-16T21:35:38.201365484Z
15      0    128    WriteOwner    WriteOwner   2025-03-16T21:35:36.88777499Z
16    889    869    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
17    869   1019    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
18    869    477    GenericAll    GenericAll  2025-03-16T21:35:31.049135433Z
19    872    477    GenericAll    GenericAll  2025-03-16T21:35:31.049135433Z
20    889    877    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
21    877   1019    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
22    889    870    GenericAll    GenericAll   2025-03-16T21:35:36.88777499Z
23    870   1002    GenericAll    GenericAll  2025-03-16T21:35:38.232994191Z
24    870    477    GenericAll    GenericAll  2025-03-16T21:35:31.049135433Z
25    870   1019    GenericAll    GenericAll  2025-03-16T21:35:35.889597893Z
26      0    128     WriteDacl     WriteDacl   2025-03-16T21:35:36.88777499Z
27      0    128  GenericWrite  GenericWrite   2025-03-16T21:35:36.88777499Z","['MYLAB.LOCAL-S-1-5-32-544' '643CE9DD-6D50-4B82-8DA1-994C82A16D6C'
 'S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-2378'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-3841'
 'S-1-5-21-1333368235-828418111-1849936505-3884'
 'S-1-5-21-1333368235-828418111-1849936505-4027'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-3782'
 'S-1-5-21-1333368235-828418111-1849936505-3600'
 'S-1-5-21-1333368235-828418111-1849936505-3890'
 'S-1-5-21-1333368235-828418111-1849936505-3635'
 'S-1-5-21-1333368235-828418111-1849936505-4033'
 'S-1-5-21-1333368235-828418111-1849936505-3962']",310.0,,,,0.005879059350503919,0.503448275862069,0.9333333333333333,0.011941448382126348,1.0,11.0,0.015341701534170154,215.13636363636363,194.13636363636363,0.9452826044195858,3.4152264228817883,0.30657274553774394,0.17037834985820124
305,0.0,0.0,221.0,0.0,21.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=AN-LOV-DISTLIST1,OU=SERVICEACCOUNTS,OU=GOO,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,AN-LOV-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3885,AN-lov-distlist1,1742159229.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],242.0,,,,0.0,0.5080459770114942,0.0,0.008089368258859784,1.0,0.0,0.0,,,0.0,1.5161353452703539,0.13609808482745983,0.13300503440543454
306,0.0,2.0,218.0,0.0,25.0,2.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=KR-PRA-ADMINGROUP1,OU=TEST,OU=BDE,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,KR-PRA-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3886,KR-pra-admingroup1,1742159230.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],245.0,,,,0.0005599104143337066,0.5011494252873563,0.0,0.00963020030816641,1.0,0.0,0.0,913.3157894736842,911.3157894736842,0.7445826033320748,2.2559221393419313,0.20250611770386137,0.13465385714599776
312,0.0,0.0,386.0,0.0,22.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=NA-28.08.197-DISTLIST1,OU=TST,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,NA-28.08.197-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3892,NA-28.08.197-distlist1,1742159231.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],408.0,,,,0.0,0.8873563218390804,0.0,0.00847457627118644,1.0,0.0,0.0,613.1818181818181,613.1818181818181,0.8280142889143018,2.7238451870245686,0.24450990769193742,0.22423989271660033
313,0.0,0.0,247.0,0.0,116.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=LA-BER-DISTLIST1,OU=SEC,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,LA-BER-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3893,LA-ber-distlist1,1742159231.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],363.0,,,,0.0,0.5678160919540229,0.0,0.04468412942989214,1.0,0.0,0.0,185.8470588235294,185.8470588235294,0.9476023356123876,2.5601025569963025,0.2298113133870309,0.19950755160815176
315,0.0,0.0,222.0,0.0,373.0,3.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=KI-SUICIDEDE-DISTLIST1,OU=TEST,OU=GOO,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,KI-SUICIDEDE-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3895,KI-SUICIDEDE-distlist1,1742159232.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],595.0,,,,0.0,0.5103448275862069,0.0,0.14368258859784283,1.0,0.0,0.0,875.7567567567568,875.7567567567568,0.7545336666892339,2.408561082873284,0.2162079735108042,0.32701651021170886
316,0.0,0.0,241.0,0.0,39.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=JU-LUDIVINA0-ADMINGROUP1,OU=STAGING,OU=ADMIN,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,JU-LUDIVINA0-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3896,JU-ludivina0-admingroup1,1742159232.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],280.0,,,,0.0,0.5540229885057472,0.0,0.015023112480739599,1.0,0.0,0.0,302.60869565217394,302.60869565217394,0.914927024812543,2.4839731257990296,0.22297744475038542,0.15389012245256886
318,0.0,0.0,218.0,0.0,27.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=CA-311-DISTLIST1,OU=GROUPS,OU=AWS,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,CA-311-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3898,CA-311-distlist1,1742159232.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],245.0,,,,0.0,0.5011494252873563,0.0,0.010400616332819723,1.0,0.0,0.0,674.05,674.05,0.8109805540956528,2.322530595715829,0.20848532224788865,0.13465385714599776
319,0.0,0.0,219.0,0.0,77.0,8.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=NO-101-ADMINGROUP1,OU=SEC,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,NO-101-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3899,NO-101-admingroup1,1742159233.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],296.0,,,,0.0,0.503448275862069,0.0,0.029661016949152543,1.0,0.0,0.0,520.7962962962963,520.7962962962963,0.8538680343996058,2.3869773272108272,0.2142704764277055,0.1626838437355728
320,0.0,0.0,412.0,0.0,21.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=LE-2.7-DISTLIST1,OU=.SECFRAME.COM,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,LE-2.7-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3900,LE-2.7-distlist1,1742159233.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],433.0,,,,0.0,0.9471264367816092,0.0,0.008089368258859784,1.0,0.0,0.0,187.1875,187.1875,0.9472272181231187,2.902443023163588,0.2605420010856276,0.23798008222129402
321,0.0,0.0,217.0,0.0,28.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=CH-TBU-DISTLIST1,OU=TEST,OU=AZR,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,CH-TBU-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3901,CH-tbu-distlist1,1742159233.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],245.0,,,,0.0,0.49885057471264366,0.0,0.01078582434514638,1.0,0.0,0.0,440.7647058823529,440.7647058823529,0.8762645780042422,2.385900977062032,0.21417385629790525,0.13465385714599776
323,0.0,0.0,275.0,0.0,103.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=OT-OSCARMARI-DISTLIST1,OU=BDE,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,OT-OSCARMARI-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3903,OT-oscarmari-distlist1,1742159233.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],378.0,,,,0.0,0.632183908045977,0.0,0.039676425269645606,1.0,0.0,0.0,335.5571428571429,335.5571428571429,0.9057065241238227,2.5775668574394452,0.23137902160686613,0.20775166531096798
324,0.0,0.0,219.0,0.0,243.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=MA-ASDFASDFA-DISTLIST1,OU=DEVICES,OU=SEC,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,MA-ASDFASDFA-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3904,MA-asdfasdfa-distlist1,1742159234.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],462.0,,,,0.0,0.503448275862069,0.0,0.0936055469953775,1.0,0.0,0.0,373.8047337278106,373.8047337278106,0.8950030777437548,2.4920569006012014,0.22370309650184952,0.2539187020467386
